Id,Price
4567,154046.00333639674
5925,137250.83533009567
960,143773.66084027413
3848,105444.31379300973
746,181201.57903189742
868,293992.7243558208
672,145394.17338639224
2471,199493.95001019296
4510,118782.75774587052
8354,185036.9255756175
6393,173094.89845911224
13270,238306.2436233835
5250,305933.05510856333
16751,182705.70658926517
11404,123611.05010526956
10588,379757.157975688
14925,197725.86931322177
6791,244313.3269060263
16097,181288.4412017739
16428,406216.37242766976
6945,360877.7330903965
3190,195255.05558000793
15709,433773.51587366924
13155,178193.7902459807
7675,196710.60068838252
14686,233138.16582995493
609,157214.01495723746
11155,160669.15598314584
10869,194547.1885705143
15742,216985.5150946054
9245,202164.8044462935
3340,178370.71569434588
2359,275748.0219968238
8070,211022.6310710153
13707,110044.25442125453
16079,292843.75394753163
15937,336892.8573656536
14090,182359.1895560284
9008,234352.1435812988
16384,159807.2384550744
11657,251251.74048059492
13151,143990.22421458078
8990,151274.76831784242
11857,174580.7809456132
1565,149806.26754600756
8174,99918.27350223137
9247,241860.71912525687
10478,212937.2630116997
15509,144182.23254008638
8306,216519.65462978103
6642,172810.19531037618
7472,215533.20616905356
15989,148769.49355595678
13682,110572.54982007794
163,287286.4137811713
7076,194243.32201589062
7478,336000.2220296205
3029,185975.29252639232
1814,128215.81876696178
10057,122882.77945652365
15100,197697.75607366016
12694,219169.7469021433
6291,183031.09204328153
12603,171725.3975277581
3218,232753.37883897946
13456,111984.96935422304
10170,235819.28046255186
4530,143154.6446810693
13329,159872.56929955055
4820,147273.44441614658
10896,168991.1344972289
13416,109332.92019014315
2701,214636.42926265625
11265,350409.0908668785
9189,258037.15714910225
1858,186800.87098900086
14536,256681.5471880375
6199,279106.2114954201
14730,154751.57908014927
7510,265135.49268546805
15505,163630.86750336012
7446,197718.28441313677
14016,179586.29643267582
14113,95129.98638877906
8721,294720.51806787314
6193,301771.0126739674
5717,165833.08350322454
5427,310768.8995356744
9520,501808.1003914089
6869,94119.21820198726
1658,156260.6423445883
6639,238572.4862098574
6283,188934.59136487424
6257,137826.12670184206
15235,163387.67131864626
902,234626.85241496263
8932,202355.8150524419
16469,392180.3803457898
2825,269865.38117265113
6450,429381.42646415916
11366,175837.05130802174
3801,364226.1655642831
11385,191887.92312289873
1079,189661.80118309215
3202,256264.97920554792
676,214058.3949961895
6185,291302.5976587948
7730,160171.70454971882
2573,163486.8961642089
10978,200515.99895875325
10962,289034.0901061781
8870,199623.87273064148
8496,165063.94671866266
5517,179171.12954404083
927,179779.2032726676
13675,198076.34954818976
1499,210212.09262381992
15536,348768.1344432804
8602,304766.8836751193
12137,483132.06898558774
9865,257222.8453476033
16353,265997.5955898827
15908,204784.10230472288
3944,174740.73313901626
10359,198196.8418219027
15158,200989.0068935665
3259,236714.27160934565
7220,323985.07810783316
13843,203522.99736044605
16736,177632.45517146937
702,260345.95406568592
16401,156568.06878324415
12134,188539.88470198726
6918,199251.0701010121
11792,118326.12167975632
3798,168466.25753879128
10395,121647.13589065462
11099,120018.38719874111
7090,187901.41044967732
11260,185113.67569509146
9647,230800.7459169526
2903,386936.97455412033
2071,180189.89064685875
8604,203905.08164360252
9346,204208.6459321415
3945,194745.1061864293
3420,144478.47447056416
10842,113724.83048905409
725,167558.41918866435
13931,194591.5495483383
16330,240586.84206884203
9066,425194.2799122883
3326,323854.54265631473
1556,263702.5122202552
6579,100551.50385306211
13877,128605.8847739104
9857,358794.754916609
7302,227275.7291356688
5684,199074.56295724944
6513,242019.27421179207
11342,104476.69170295482
16561,233661.03668255967
6885,175294.6334486416
9308,168694.8772079586
2559,178526.59093100388
6648,174831.27672376295
15260,162022.04368119998
5113,195549.3976043188
16492,195039.75036417268
12034,267986.94538323936
7248,204933.28820514324
2171,195418.72812754376
10594,168061.96038827315
13241,194165.49582158984
7032,130248.67235775196
4884,167938.30444834975
903,211598.69064399585
162,157735.4532046387
6566,266968.50363169773
8249,149871.62689220413
13106,176026.37602213875
256,113690.9758396084
7976,171790.64798725728
8575,193551.87894654964
7591,295159.94823797164
3204,200925.9649049845
15804,180227.93498477305
1525,333469.5776164663
9038,200608.19385798427
13628,185290.2702337246
10016,187811.75842810102
10208,213571.2529177088
2008,176204.86033460824
13029,215938.7641529083
5099,112512.16958506787
9923,311848.8838214551
9461,141460.06663140544
11086,165165.68720014958
15057,245752.71388807884
10689,205561.93889959092
2053,215166.68610670508
16630,177218.86360392446
4985,164580.77615370735
13881,232162.35482353077
13225,197682.5255815641
5779,75658.62337971706
10262,171708.61022535438
10762,218114.1370043763
9513,201294.2003602635
11128,162767.28926778643
2074,301135.87209733
933,194887.91715677583
2780,180125.8925001202
6594,110642.70054666979
15394,248222.85177896946
14863,143441.95197852212
6698,172814.46267797085
1611,246924.76171027552
174,181128.00137570937
5160,227676.04984923865
3295,296873.69639464683
4559,405228.62055567413
8254,167512.1864293488
10228,94397.97784078642
13924,138272.1943453252
15341,247538.05555562422
4353,166922.8536979583
4334,72084.17470250097
1872,173002.25012080002
7823,197843.26409937986
310,139335.92331086978
3704,260675.57759684333
11615,333813.2674616726
6605,216443.26737498323
3381,197911.0122006578
2143,130789.5486639633
3191,258386.40036488377
13980,115262.11139543128
15613,165596.88404033735
10943,264503.2514342164
9654,155063.1689288064
16053,500853.6119008885
14931,231209.47479763272
8299,242292.94438226204
2147,158710.16804165038
11567,304752.82653581694
5905,153227.89732718057
11160,132407.44689982387
8275,134731.59735715692
16398,273397.8921967813
11229,183633.99025946003
10309,151126.0910557791
7340,255676.07107623384
7653,168827.23829568076
272,200315.7766105464
9831,199947.06024603057
5016,137241.74610427467
5968,78540.737764
796,248934.85794647905
12123,114316.20115189975
16629,190323.2808014075
2637,163602.14382233346
6194,192849.98306943124
6216,390822.08582064585
14346,170771.2273337922
6428,152404.54756148357
2891,233633.7490844539
84,175793.41034756068
9260,204437.90386970164
15250,125504.63638946977
2348,196687.71188437653
10427,268226.13287427137
13230,270506.5338091789
1691,178522.59450181542
8803,116182.67832032032
5464,218863.8167561037
10559,103187.59980186398
16787,283852.5059131436
4278,151696.34812196865
6183,166668.02802679225
12775,159964.6519745483
10104,175281.26594406262
13663,174234.07965342802
9404,269231.1357996792
14724,215898.71448353358
10040,196088.50473798375
4646,190001.50638177004
4754,150704.64264070184
3310,222302.3511681725
2003,164563.00124125686
7312,204847.85571281178
10921,198863.69290820378
13419,298042.93270878587
10105,167842.77839193962
2196,396527.7961759854
12659,232621.11575644498
4380,254132.3426040706
10847,149693.2513848885
10805,295959.18736354593
8709,97680.57825898171
8319,182491.18750184917
2215,181748.87749636782
7000,198284.2689351739
7701,111006.31855616572
9678,206915.6076980577
14026,234009.45051627434
7971,171379.45805203618
13734,134342.7886668861
16483,190422.04449504873
6150,223473.23416538993
2931,273242.66997350287
5418,213885.5476548716
1662,532379.9646378591
2441,225962.30342342332
669,127851.82479842295
7734,172992.6495551854
6010,319423.7002573014
266,137427.78888603026
632,127036.5945701015
16221,116446.24345805055
11832,173142.2392232538
5035,154948.85079880635
37,115925.36347090866
6168,178059.91597725014
11757,173902.067787491
8086,155102.6179887171
6529,227632.6777424225
15121,219048.43438021117
13904,129111.5363259952
3711,167621.56227442744
16563,132279.80661708312
14494,179311.48364223083
3006,222679.12595458247
15299,136013.0845719633
92,278784.238447271
8066,202053.96490381393
16071,201763.42644593742
10662,122645.10785606806
3883,242947.45879445964
5511,127337.23792393933
2821,248911.49559912278
9570,191467.89709403113
4326,251496.99560154224
9251,220733.39408812765
9031,194789.67565632184
12689,166101.38648508495
16380,247873.35956943416
1053,237263.78254034405
4568,186176.08363081608
16140,99862.00661206238
14356,329625.2745264515
8466,176484.2103185243
15652,158488.55470284575
3285,108179.29691769883
3198,154168.68119357966
14088,489876.24921032885
2268,136824.87798070532
15472,230850.8832631516
1203,205307.14124538394
7157,336936.8132951328
6886,212475.9033157174
5083,261207.33678591432
7467,106189.30416334367
14068,203242.02224628537
2080,176190.20057431876
10865,144085.45012087366
13516,180307.40303341707
14150,198851.57606489252
7609,127933.11941629968
2144,387346.28989131853
10357,194070.19254448783
2396,257796.4329695445
1526,308773.48965901486
10890,246178.70622992094
8638,375244.5247401767
6050,275200.36446516355
7639,101279.49081008184
10544,186890.6627142179
9577,243535.3241873847
13195,217470.19256645977
3484,212541.05160117082
16668,450207.5769335741
7171,172401.80128241272
8547,202956.34400580934
12735,194806.0579992747
9093,189197.83050197858
15323,280823.8352463199
14897,144219.7070589214
5135,155866.97359689645
5327,218325.92867790343
13133,240596.63576327317
1676,297369.15613942087
16296,274760.0121031386
